@relation cleanCSV

@attribute Project string
@attribute Version string
@attribute Class string
@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute avg(cc) numeric
@attribute bugs numeric

@data
xalan,2.7.0,org.apache.xml.utils.PrefixResolverDefault,5,1,1,4,22,8,3,1,5,0.75,122,0,0,0,0.6,0,0,23.2,3.2,1
xalan,2.7.0,org.apache.xpath.XPathVisitor,13,1,5,43,14,78,40,13,13,2,40,0,0,0,0.203297,0,0,2.076923,0.923077,1
xalan,2.7.0,org.apache.xml.utils.BoolStack,14,1,0,4,17,0,4,0,13,0.384615,165,1,0,0,0.404762,0,0,10.571428,1.214286,1
xalan,2.7.0,org.apache.xalan.transformer.XalanProperties,1,1,0,0,2,0,0,0,1,2,5,0,0,0,1,0,0,3,0,1
xalan,2.7.0,org.apache.xalan.xsltc.dom.SimpleResultTreeImpl$SingletonIterator,6,2,0,3,9,0,1,3,6,0.65,93,0.25,1,0.764706,0.555556,1,4,13.833333,1.666667,0
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.ObjectType,17,2,0,30,51,86,8,23,14,0.729167,257,0.666667,0,0.6875,0.228758,2,3,13.941176,1.117647,1
xalan,2.7.0,org.apache.xpath.axes.FilterExprWalker$filterExprOwner,3,1,0,4,7,0,1,4,2,0,24,1,1,0,0.555556,0,0,6.666666,0.666667,0
xalan,2.7.0,org.apache.xml.serializer.OutputPropertyUtils,3,1,0,3,7,3,3,0,3,2,33,0,0,0,0.555556,0,0,10,1.666667,1
xalan,2.7.0,org.apache.xml.utils.res.StringArrayWrapper,3,1,0,13,4,0,13,0,3,0,19,1,0,0,0.555556,0,0,5,0.666667,1
xalan,2.7.0,org.apache.xalan.templates.ElemUse,7,3,4,9,15,0,4,6,6,0.666667,122,0.5,1,0.970297,0.428571,0,0,16.142857,1,2
xalan,2.7.0,org.apache.xalan.xsltc.compiler.NamespaceAlias,4,3,0,8,8,6,1,7,3,1,30,1,0,0.952381,0.4,2,4,6,0.75,1
xalan,2.7.0,org.apache.xml.utils.ObjectPool,7,1,0,5,21,0,2,3,7,0.5,122,0.666667,0,0,0.342857,0,0,16,0.714286,2
xalan,2.7.0,org.apache.xalan.xsltc.dom.SingleNodeCounter,5,2,1,5,18,2,1,5,4,0.625,142,0.5,1,0.823529,0.5,1,4,27,3.2,1
xalan,2.7.0,org.apache.xml.utils.res.XResources_ka,2,4,0,4,6,1,0,4,2,2,633,0,0,0.97619,1,0,0,315.5,0.5,1
xalan,2.7.0,org.apache.xpath.SourceTreeManager,13,1,0,8,46,42,4,5,13,0.625,339,0.5,0,0,0.340659,0,0,24.923077,1.846154,1
xalan,2.7.0,org.apache.xalan.xsltc.dom.SecuritySupport12$8,2,1,0,1,5,0,1,1,1,0.5,20,1,1,0,0.666667,0,0,8,0.5,0
xalan,2.7.0,org.apache.xalan.xsltc.compiler.StepPattern,20,6,1,53,101,50,8,46,13,0.831579,1191,1,1,0.838983,0.225,3,8,58.05,2.6,2
xalan,2.7.0,org.apache.xpath.functions.FuncSubstringBefore,2,5,0,5,8,1,0,5,2,2,35,0,0,0.982456,0.75,1,6,16,0.5,1
xalan,2.7.0,org.apache.xml.dtm.DTMAxisTraverser,5,1,12,31,6,10,31,0,5,2,19,0,0,0,0.9,0,0,2.8,0.8,1
xalan,2.7.0,org.apache.xml.serializer.ToTextStream,25,3,0,8,51,190,2,6,23,2,393,0,0,0.875648,0.373333,2,16,14.72,0.96,2
xalan,2.7.0,org.apache.xpath.functions.FuncContains,2,5,0,5,7,1,0,5,2,2,37,0,0,0.982456,0.75,1,6,17,0.5,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.ErrorMessages_ca,2,3,0,0,3,1,0,0,2,2,1243,0,0,0.974359,1,0,0,620.5,0.5,2
xalan,2.7.0,org.apache.xalan.templates.ElemWhen,7,3,0,9,16,9,1,8,6,0.833333,56,0.5,1,0.970297,0.314286,2,5,6.714286,1,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.Closure,4,1,0,6,4,6,6,1,4,2,4,0,0,0,0.625,0,0,0,1,1
xalan,2.7.0,org.apache.xalan.xsltc.runtime.SecuritySupport12$2,2,1,0,1,4,1,1,1,1,1,17,1,1,0,0.75,0,0,7,0.5,0
xalan,2.7.0,org.apache.xml.dtm.ref.DTMDefaultBaseTraversers$SelfTraverser,6,2,0,3,8,13,1,3,4,0.6,33,1,1,0.5,0.541667,1,1,4.333334,0.833333,0
xalan,2.7.0,org.apache.xpath.functions.FuncTrue,3,3,0,4,4,3,0,4,3,1.5,10,0,0,0.95,0.5,1,6,2,0.666667,1
xalan,2.7.0,org.apache.xpath.functions.FunctionMultiArgs,9,6,1,9,24,6,2,8,8,0.75,219,0,1,0.888889,0.355556,5,22,23.11111,2.333333,1
xalan,2.7.0,org.apache.xalan.xsltc.cmdline.Transform,8,1,0,14,69,12,0,14,6,0.746032,616,1,1,0,0.270833,0,0,74.875,4,1
xalan,2.7.0,org.apache.xml.dtm.SecuritySupport12$6,2,1,0,1,5,0,1,1,1,0.333333,33,1,1,0,0.625,0,0,14,1,0
xalan,2.7.0,org.apache.xml.utils.res.XResources_ja_JP_I,2,4,0,5,7,1,0,5,2,2,614,0,0,0.97619,1,0,0,306,0.5,1
xalan,2.7.0,org.apache.xpath.res.XPATHErrorResources_sv,2,4,0,1,3,1,0,1,2,2,1867,0,0,0.97619,1,0,0,926,0.5,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.SecuritySupport12,9,2,0,9,23,36,9,9,0,2,82,0,0,0.529412,0.444444,0,0,8.111111,0.888889,1
xalan,2.7.0,org.apache.xalan.lib.ExsltMath,20,2,0,2,48,188,0,2,19,0.947368,312,1,0,0.1,0.25,0,0,14.25,2.15,1
xalan,2.7.0,org.apache.xml.dtm.ref.sax2dtm.SAX2DTM2$TypedSingletonIterator,2,4,0,4,7,0,1,3,2,0,59,1,1,0.947368,0.666667,3,4,27.5,2.5,0
xalan,2.7.0,org.apache.xml.utils.XML11Char,17,1,0,20,26,46,19,1,16,0.96875,728,0.1,0,0,0.333333,0,0,41.235294,5.058824,1
xalan,2.7.0,org.apache.xalan.templates.TemplateList,21,1,0,18,73,102,3,17,9,0.725,942,0.75,4,0,0.180952,0,0,43.47619,3.190476,1
xalan,2.7.0,org.apache.xalan.transformer.KeyManager,2,1,0,10,14,0,2,8,2,0,104,1,0,0,0.583333,0,0,50.5,0.5,1
xalan,2.7.0,org.apache.xalan.xsltc.cmdline.ObjectFactory$ConfigurationError,2,3,0,1,3,0,1,0,0,1,14,0.5,0,0.944444,0.666667,0,0,5,0.5,0
xalan,2.7.0,org.apache.xml.utils.SecuritySupport12$7,2,1,0,1,5,0,1,1,1,0.5,20,1,1,0,0.666667,0,0,8,0.5,0
xalan,2.7.0,org.apache.xalan.serialize.SerializerFactory$SerializerWrapper,10,1,0,6,21,0,1,5,9,0.5,67,1,2,0,0.28,0,0,5.5,0.9,0
xalan,2.7.0,org.apache.xalan.xsltc.compiler.Whitespace,14,3,0,30,79,79,1,29,7,1.030769,805,0.3,0,0.821918,0.207143,2,6,55.785713,3.571429,3
xalan,2.7.0,org.apache.xml.dtm.ref.DTMDefaultBaseIterators$AncestorIterator,9,3,1,7,23,4,2,6,9,0.725,200,0.2,2,0.652174,0.407407,2,7,20.666666,1.888889,0
xalan,2.7.0,org.apache.xpath.functions.SecuritySupport12$2,2,1,0,1,4,1,1,1,1,1,17,1,1,0,0.75,0,0,7,0.5,0
xalan,2.7.0,org.apache.xalan.processor.ProcessorStylesheetDoc,1,4,0,3,2,0,2,1,1,2,5,0,0,1,1,0,0,3,0,1
xalan,2.7.0,org.apache.xalan.xsltc.runtime.ErrorMessages_pt_BR,2,3,0,0,3,1,0,0,2,2,229,0,0,0.974359,1,0,0,113.5,0.5,2
xalan,2.7.0,org.apache.xpath.functions.FuncNormalizeSpace,3,5,0,6,11,3,0,6,3,1.5,46,0,0,0.964912,0.666667,2,7,14,0.666667,1
xalan,2.7.0,org.apache.xalan.xsltc.dom.AbsoluteIterator,8,2,0,3,21,0,1,3,8,0,85,1,1,0.65,0.34375,1,5,9.5,1,1
xalan,2.7.0,org.apache.xalan.lib.SecuritySupport12,9,2,0,9,23,36,9,9,0,2,82,0,0,0.529412,0.444444,0,0,8.111111,0.888889,1
xalan,2.7.0,org.apache.xml.dtm.DTM,67,1,0,96,67,2211,93,4,67,1.015151,83,0,0,0,0.242537,0,0,0,1,1
xalan,2.7.0,org.apache.xalan.xsltc.dom.AnyNodeCounter$DefaultAnyNodeCounter,2,3,0,4,8,1,1,4,2,2,82,0,0,0.944444,0.625,1,2,40,5,0
xalan,2.7.0,org.apache.xml.serializer.utils.SerializerMessages_cs,2,3,0,0,3,1,0,0,2,2,374,0,0,0.974359,1,0,0,186,0.5,3
xalan,2.7.0,org.apache.xalan.xsltc.compiler.SecuritySupport12$7,2,1,0,1,5,0,1,1,1,0.5,20,1,1,0,0.666667,0,0,8,0.5,0
xalan,2.7.0,org.apache.xml.dtm.ref.IncrementalSAXSource_Filter,42,1,0,10,90,335,6,5,39,0.667917,877,0.923077,1,0,0.125397,0,0,19.571428,1.285714,1
xalan,2.7.0,org.apache.xalan.templates.AVTPart,6,1,2,7,7,15,3,4,6,1.2,13,0,0,0,0.361111,0,0,1,0.833333,1
xalan,2.7.0,org.apache.xml.res.XMLErrorResources_ca,4,3,0,1,15,6,0,1,3,1.333333,1166,0,0,0.926829,0.333333,0,0,271.25,1,2
xalan,2.7.0,org.apache.xpath.functions.SecuritySupport12,9,2,0,9,23,36,9,9,0,2,82,0,0,0.529412,0.444444,0,0,8.111111,0.888889,1
xalan,2.7.0,org.apache.xpath.functions.SecuritySupport12$1,2,1,0,1,5,1,1,1,1,1,18,1,1,0,0.75,0,0,7.5,0.5,0
xalan,2.7.0,org.apache.xalan.xsltc.trax.SmartTransformerFactoryImpl,21,3,0,4,49,0,0,4,19,0.635714,529,1,0,0.5,0.220238,1,2,23.857143,1.142857,1
xalan,2.7.0,org.apache.xpath.functions.SecuritySupport12$3,2,1,0,1,4,0,1,1,1,0.5,29,1,1,0,0.666667,0,0,12.5,1,0
xalan,2.7.0,org.apache.xpath.res.XPATHErrorResources_de,4,3,0,1,15,6,0,1,3,1.333333,2120,0,0,0.926829,0.333333,0,0,495.5,1,2
xalan,2.7.0,org.apache.xalan.xsltc.compiler.FlowList,7,1,0,29,17,0,26,3,7,0,155,1,0,0,0.464286,0,0,21,1.857143,1
xalan,2.7.0,org.apache.xalan.transformer.TreeWalker2Result,4,2,0,7,24,0,1,6,2,0.444444,146,0,2,0.727273,0.5625,1,4,34.75,0.75,1
xalan,2.7.0,org.apache.xpath.SourceTree,1,1,0,1,2,0,1,0,1,2,12,0,0,0,1,0,0,9,0,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.VariableRef,2,4,0,17,25,1,1,16,2,2,137,0,0,0.987013,0.625,2,3,67.5,4.5,2
xalan,2.7.0,org.apache.xpath.res.XPATHErrorResources_ja,4,3,0,1,15,6,0,1,3,1.333333,2120,0,0,0.926829,0.333333,0,0,495.5,1,2
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.MatchGenerator,10,5,0,9,16,27,1,8,9,0.844444,79,1,0,0.945205,0.263889,2,5,6.4,0.9,1
xalan,2.7.0,org.apache.xalan.xsltc.compiler.util.ErrorMessages,2,3,1,1,3,1,1,0,2,2,1360,0,0,0.974359,1,0,0,679,0.5,2
xalan,2.7.0,org.apache.xml.utils.DOMBuilder,33,1,0,4,74,274,2,2,31,0.642857,580,0.714286,0,0,0.193939,0,0,16.363636,1.060606,2
xalan,2.7.0,org.apache.xalan.processor.ProcessorAttributeSet,3,4,0,7,19,3,1,6,2,1.5,55,0,0,0.990566,0.666667,2,3,17,0.666667,1
xalan,2.7.0,org.apache.xalan.xsltc.dom.SecuritySupport12$6,2,1,0,1,5,0,1,1,1,0.333333,33,1,1,0,0.625,0,0,14,1,0
xerces,1.2.0,org.apache.xerces.dom.DocumentFragmentImpl,4,4,0,2,6,6,1,2,4,1.333333,16,0,0,0.975309,0.625,2,5,2.75,0.5,0
xerces,1.2.0,org.apache.xerces.validators.common.CMAny,9,2,0,6,19,0,2,4,1,0.625,120,1,0,0.5,0.388889,1,2,12,1,0
xerces,1.2.0,org.apache.xerces.dom.TextImpl,6,3,2,9,21,15,6,4,6,1.2,90,0,0,0.915254,0.333333,1,4,13.833333,1.166667,1
xerces,1.2.0,org.w3c.dom.html.HTMLCollection,3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.555556,0,0,0,1,0
xerces,1.2.0,org.xml.sax.Attributes,12,1,0,0,12,66,0,0,12,2,12,0,0,0,0.638889,0,0,0,1,0
xerces,1.2.0,org.apache.xerces.readers.XMLEntityReaderFactory,8,1,0,11,8,28,7,5,8,2,8,0,0,0,0.363636,0,0,0,1,0
xerces,1.2.0,org.apache.xerces.validators.datatype.DatatypeValidatorFactory,1,1,0,3,1,0,1,2,1,2,1,0,0,0,1,0,0,0,1,0
xerces,1.2.0,org.apache.xerces.validators.common.XMLValidator,86,1,0,46,255,1993,8,44,51,0.943103,6176,0.965517,38,0,0.101329,0,0,69.46512,1.55814,2
xerces,1.2.0,org.apache.xerces.dom.NodeImpl$LEntry,1,1,0,1,2,0,1,1,0,2,20,0.25,2,0,1,0,0,15,0,0
xerces,1.2.0,org.apache.xerces.domx.DOMException,1,5,1,1,2,0,1,0,1,2,8,0,0,1,1,0,0,5,0,1
xerces,1.2.0,org.apache.xerces.utils.regex.Token$CharToken,4,2,0,3,14,0,3,1,1,0,150,0,0,0.94,0.875,1,2,36.25,6.75,0
xerces,1.2.0,org.apache.xerces.utils.StringPool$CharArrayRange,1,1,0,11,2,0,11,1,1,2,11,0.25,1,0,1,0,0,6,0,0
xerces,1.2.0,org.apache.html.dom.HTMLPreElementImpl,3,4,0,2,8,3,0,2,3,2,20,0,0,0.979167,0.5,0,0,5.666666,0.666667,0
xerces,1.2.0,org.apache.xerces.validators.common.XMLContentModel,5,1,0,10,5,10,6,4,5,2,5,0,0,0,0.4,0,0,0,1,0
xerces,1.2.0,org.w3c.dom.Comment,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
xerces,1.2.0,org.apache.xerces.dom.NodeImpl,66,1,3,25,106,1829,21,9,36,0.967521,1123,0.833333,1,0,0.11655,0,0,15.742424,2.272727,2
xerces,1.2.0,org.apache.xerces.validators.common.CMLeaf,9,2,0,7,23,0,2,5,2,0.375,147,1,1,0.533333,0.355556,1,2,15.111111,0.888889,0
xerces,1.2.0,org.apache.xerces.readers.DefaultEntityHandler,62,1,0,24,130,753,10,17,39,0.850198,2272,0.862069,12,0,0.138249,0,0,35.177418,1.322581,1
xerces,1.2.0,org.apache.wml.dom.WMLImgElementImpl,23,4,0,3,26,253,0,3,23,2,127,0,0,0.788462,0.521739,1,6,4.521739,0.956522,0
xerces,1.2.0,org.apache.html.dom.HTMLAppletElementImpl,23,4,0,2,26,253,0,2,23,2,127,0,0,0.810345,0.521739,0,0,4.521739,0.956522,0
xerces,1.2.0,org.apache.xerces.utils.regex.Op$ModifierOp,3,3,0,3,4,0,2,1,0,0.5,21,0,0,0.923077,0.666667,0,0,5.333334,0.666667,0
xerces,1.2.0,org.apache.xerces.dom.DocumentTypeImpl,15,4,1,9,26,57,6,4,14,0.821429,200,0.875,3,0.848837,0.383333,2,6,11.8,1.533333,0
xerces,1.2.0,org.apache.xerces.utils.regex.Token$StringToken,4,2,0,4,10,0,3,2,1,0.333333,40,0,0,0.94,0.583333,1,3,8.5,1,0
xerces,1.2.0,org.apache.xml.serialize.HTMLdtd,19,1,0,1,49,149,1,0,10,0.96732,703,0.941176,0,0,0.233333,0,0,35.105263,2.789474,0
xerces,1.2.0,org.apache.xerces.dom.NotationImpl,7,2,1,5,12,15,3,3,7,0.916667,80,0.75,0,0.88,0.52381,1,4,9.857142,1.857143,1
xerces,1.2.0,org.xml.sax.ErrorHandler,3,1,0,0,3,3,0,0,3,2,3,0,0,0,1,0,0,0,1,0
xerces,1.2.0,org.apache.xerces.validators.schema.SchemaGrammar,45,2,0,13,63,862,3,10,16,0.89678,962,0.875,6,0.463415,0.119298,1,5,19.844444,1.555556,0
xerces,1.2.0,org.w3c.dom.html.HTMLTableElement,34,1,0,0,34,561,0,0,34,2,34,0,0,0,0.282353,0,0,0,1,0
xerces,1.2.0,org.apache.html.dom.HTMLImageElementImpl,27,4,0,2,33,351,0,2,27,2,151,0,0,0.783333,0.388889,0,0,4.592593,0.962963,0
xerces,1.2.0,org.xml.sax.helpers.NamespaceSupport,13,1,0,0,30,4,0,0,11,0.733333,238,0.8,2,0,0.375,0,0,16.923077,1.461538,0
xerces,1.2.0,org.w3c.dom.html.HTMLHtmlElement,2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,0
xerces,1.2.0,org.w3c.dom.html.HTMLOptGroupElement,4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.5,0,0,0,1,0
xerces,1.2.0,org.apache.html.dom.HTMLTableCellElementImpl,31,4,0,3,46,465,1,2,31,2,259,0,0,0.758065,0.309677,0,0,7.354839,1.387097,0
xerces,1.2.0,org.xml.sax.HandlerBase,15,1,0,0,16,105,0,0,15,2,34,0,0,0,0.285714,0,0,1.266667,0.933333,0
xerces,1.2.0,org.apache.html.dom.HTMLFormControl,0,1,0,8,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0
xerces,1.2.0,org.apache.xerces.utils.QName,11,1,0,38,16,25,38,0,11,0.05,191,0,0,0,0.409091,1,1,16,1.181818,0
xerces,1.2.0,org.apache.xerces.utils.Base64,7,1,0,1,9,13,1,0,6,1.083333,720,1,0,0,0.25,0,0,100.14286,3.571429,0
xerces,1.2.0,org.apache.xerces.utils.regex.REUtil,17,1,0,8,54,134,7,3,5,0.9375,867,0,1,0,0.2125,0,0,49.882355,4.705883,0
xerces,1.2.0,org.w3c.dom.html.HTMLDOMImplementation,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0
xerces,1.2.0,org.apache.xerces.dom.DeferredProcessingInstructionImpl,3,3,0,4,8,0,1,4,1,0.75,40,0.5,0,0.960784,0.555556,2,7,11.666667,0.666667,0
xerces,1.2.0,org.apache.xerces.readers.MIME2Java,4,1,0,3,9,2,3,0,2,0.666667,395,1,0,0,0.5,0,0,97.25,0.5,0
xerces,1.2.0,org.apache.wml.WMLInputElement,20,1,0,2,20,190,1,1,20,2,20,0,0,0,0.375,0,0,0,1,0
xerces,1.2.0,org.apache.wml.dom.WMLAElementImpl,11,4,0,3,14,55,0,3,11,2,61,0,0,0.891304,0.545455,1,6,4.545454,0.909091,0
xerces,1.2.0,org.w3c.dom.html.HTMLFieldSetElement,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0
xerces,1.2.0,org.xml.sax.XMLReader,14,1,0,0,14,91,0,0,14,2,14,0,0,0,0.206349,0,0,0,1,0
xerces,1.2.0,org.apache.xerces.utils.ChunkyCharArray,8,1,0,6,17,4,3,3,8,0.653061,184,1,2,0,0.303571,0,0,21.125,1.5,0
xerces,1.2.0,org.w3c.dom.html.HTMLMapElement,3,1,0,0,3,3,0,0,3,2,3,0,0,0,0.666667,0,0,0,1,0
xerces,1.2.0,org.apache.xerces.validators.datatype.AbstractDatatypeValidator,5,1,14,17,6,10,15,2,5,1.25,13,1,0,0,0.533333,0,0,1.4,0.8,0
xerces,1.2.0,org.apache.html.dom.HTMLTableColElementImpl,13,4,0,2,21,78,0,2,13,2,103,0,0,0.886792,0.403846,0,0,6.923077,1.230769,0
xerces,1.2.0,org.apache.wml.WMLDOMImplementation,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
xerces,1.2.0,org.apache.xerces.validators.common.MixedContentModel,8,1,0,7,12,20,1,6,8,0.333333,464,1,2,0,0.464286,0,0,56.25,0.625,0
xerces,1.2.0,org.apache.xerces.framework.XMLDocumentScanner$TrailingMiscDispatcher,3,1,0,6,26,0,1,5,2,0,242,1,1,0,0.583333,0,0,79.333336,2,0
xerces,1.2.0,org.apache.xerces.validators.common.ContentLeafNameTypeVector,4,1,0,6,6,0,5,1,4,0,73,0,1,0,0.55,0,0,16.5,0.5,0
xerces,1.2.0,org.w3c.dom.events.Event,10,1,0,0,10,45,0,0,10,1.111111,13,0,0,0,0.4,0,0,0,1,2
xerces,1.2.0,org.apache.xerces.dom.DeepNodeListImpl,5,1,1,4,21,0,3,2,4,0.25,264,1,1,0,0.44,0,0,50.6,6,0
xerces,1.2.0,org.apache.xerces.dom.AttrNSImpl,6,3,1,4,18,3,2,3,4,0.8,192,0.666667,0,0.9375,0.611111,3,3,30.5,1.333333,1
xerces,1.2.0,org.xml.sax.DTDHandler,2,1,0,0,2,1,0,0,2,2,2,0,0,0,1,0,0,0,1,0
xerces,1.2.0,org.apache.xerces.dom.DeferredNotationImpl,3,3,0,5,12,0,1,5,1,0.75,59,0.5,0,0.961538,0.555556,2,3,18,0.666667,0
xerces,1.2.0,org.w3c.dom.html.HTMLLIElement,4,1,0,0,4,6,0,0,4,2,4,0,0,0,0.5,0,0,0,1,0
xerces,1.2.0,org.apache.xerces.msg.ExceptionMessagesLocalizer,2,1,0,0,17,1,0,0,2,2,103,0,0,0,0.5,0,0,50,5,0
xerces,1.2.0,org.apache.xerces.dom.DeferredEntityImpl,4,3,0,5,17,0,1,5,1,0.666667,85,0.5,0,0.946429,0.5,2,7,19.75,0.75,0
xerces,1.2.0,org.apache.xerces.validators.common.CMNode,9,1,4,8,11,20,6,2,0,0.825,77,1,3,0,0.518518,0,0,7,0.888889,0
xerces,1.2.0,org.apache.xerces.readers.CharReader,4,3,0,6,9,0,1,5,0,0.380952,583,1,0,0.926829,0.40625,1,3,143,0.75,0
xerces,1.2.0,org.apache.wml.dom.WMLEmElementImpl,7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818,0.571429,1,6,4.571429,0.857143,0
xerces,1.2.0,org.apache.xerces.framework.XMLDocumentScanner$EndOfInputDispatcher,3,1,0,7,11,0,4,3,2,0,48,1,1,0,0.583333,0,0,14.666667,0.666667,0
xerces,1.2.0,org.xml.sax.helpers.ParserAdapter$AttributeListAdapter,14,1,0,0,25,33,0,0,12,0.692308,91,1,2,0,0.385714,0,0,5.357143,1.071428,0
xerces,1.2.0,org.apache.xml.serialize.DOMSerializer,3,1,0,2,3,3,2,0,3,2,3,0,0,0,0.5,0,0,0,1,0
xerces,1.2.0,org.w3c.dom.DocumentType,6,1,0,0,6,15,0,0,6,2,6,0,0,0,1,0,0,0,1,2
xerces,1.2.0,org.apache.xerces.validators.datatype.StringDatatypeValidator,10,2,0,6,38,13,1,5,7,0.524691,1265,0.944444,2,0.333333,0.314286,0,0,123.7,0.8,0
xerces,1.2.0,org.apache.wml.WMLPostfieldElement,4,1,0,2,4,6,1,1,4,2,4,0,0,0,0.75,0,0,0,1,0
xerces,1.2.0,org.apache.xml.serialize.TextSerializer,17,2,0,5,36,128,1,4,11,2,263,0,0,0.777778,0.192513,1,10,14.470589,1.882353,0
xerces,1.2.0,org.apache.xml.serialize.IndentPrinter,17,2,0,3,34,0,1,2,16,0.4625,403,1,0,0.515151,0.183007,1,15,22.411764,2.235294,0
xerces,1.2.0,org.apache.xerces.readers.AbstractCharReader$DeferredError,1,1,0,1,2,0,1,1,0,2,20,0.25,1,0,1,0,0,15,0,0
xerces,1.2.0,org.apache.wml.WMLBrElement,2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,0
xerces,1.2.0,org.w3c.dom.html.HTMLTitleElement,2,1,0,0,2,1,0,0,2,2,2,0,0,0,0.75,0,0,0,1,0
xerces,1.2.0,org.apache.wml.WMLGoElement,8,1,0,2,8,28,1,1,8,2,8,0,0,0,0.75,0,0,0,1,0
xerces,1.2.0,org.apache.xerces.utils.UTF8DataChunk,22,1,0,6,39,89,1,5,12,0.703297,1528,0.692308,4,0,0.232143,0,0,67.86364,4.681818,0
xerces,1.2.0,org.apache.wml.WMLUElement,2,1,0,2,2,1,1,1,2,2,2,0,0,0,0.75,0,0,0,1,0
xerces,1.2.0,org.apache.xerces.readers.XCatalog$Parser$Resolver,2,1,0,1,11,1,1,1,1,1,40,1,1,0,0.666667,0,0,18.5,0.5,0
xerces,1.2.0,org.apache.xerces.utils.XMLMessages,5,1,0,2,14,0,1,1,4,1.243808,1114,0.009288,0,0,0.5,0,0,157.2,2.2,0
xerces,1.2.0,org.apache.wml.WMLRefreshElement,0,1,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0
xerces,1.2.0,org.apache.xerces.validators.schema.TraverseSchema,66,1,0,27,209,1255,4,26,8,0.769231,8696,0.962963,9,0,0.154872,0,0,130.34848,1.69697,4
xerces,1.2.0,org.w3c.dom.Text,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,2
xerces,1.2.0,org.apache.wml.WMLDocument,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
xerces,1.2.0,org.apache.xml.serialize.BaseMarkupSerializer,55,1,3,10,125,811,3,7,36,0.787654,1901,0.933333,3,0,0.127273,0,0,33.29091,2.927273,0
xerces,1.2.0,org.apache.wml.dom.WMLCardElementImpl,19,4,0,3,24,171,0,3,19,2,107,0,0,0.82,0.394737,1,6,4.631579,0.947368,0
xerces,1.2.0,org.apache.wml.dom.WMLOneventElementImpl,7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818,0.571429,1,4,4.571429,0.857143,0
xerces,1.2.0,org.w3c.dom.html.HTMLBodyElement,12,1,0,0,12,66,0,0,12,2,12,0,0,0,0.75,0,0,0,1,0
xerces,1.2.0,org.w3c.dom.html.HTMLTableCellElement,29,1,0,0,29,406,0,0,29,2,29,0,0,0,0.37069,0,0,0,1,0
xerces,1.2.0,org.apache.xerces.utils.regex.RegexParser,50,1,1,15,105,711,2,13,3,0.850863,3171,0.076923,0,0,0.194286,0,0,61.64,2.48,0
xerces,1.2.0,org.w3c.dom.html.HTMLLabelElement,5,1,0,0,5,10,0,0,5,2,5,0,0,0,0.7,0,0,0,1,0
xerces,1.2.0,org.apache.xerces.jaxp.DocumentBuilderFactoryImpl,2,2,0,1,6,1,0,1,2,2,13,0,0,0.958333,1,0,0,5.5,0.5,1
xerces,1.2.0,org.apache.wml.dom.WMLUElementImpl,7,4,0,3,10,21,0,3,7,2,39,0,0,0.931818,0.571429,1,6,4.571429,0.857143,0
xerces,1.2.0,org.apache.html.dom.HTMLLegendElementImpl,5,4,0,2,10,10,0,2,5,2,52,0,0,0.959184,0.6,0,0,9.4,1.6,0
xerces,1.2.0,org.apache.xerces.validators.schema.TraverseSchema$1,3,3,0,2,4,3,1,2,2,1,12,1,1,0.989189,0.583333,1,1,2.666667,0.666667,0
xerces,1.2.0,org.w3c.dom.html.HTMLElement,10,1,0,0,10,45,0,0,10,2,10,0,0,0,0.75,0,0,0,1,0
xerces,1.2.0,org.apache.xerces.utils.ChunkyByteArray,8,2,0,7,13,0,7,0,7,0.767857,284,1,0,0.5625,0.40625,1,2,33.5,1,0
xerces,1.2.0,org.apache.xerces.dom.NamedNodeMapImpl,22,1,1,9,48,41,6,3,9,0.843537,579,0.857143,1,0,0.227273,0,0,25,2.272727,1
